,lon,lat
0,5.9849499999999995,43.08016666666666
1,5.985330236751001,43.08007044924962
2,5.985686800167479,43.07999691640257
3,5.986044706973487,43.079911772536825
4,5.986403960527219,43.07981460510589
5,5.986764543629656,43.07970500675533
6,5.9872579808493285,43.07955422018807
7,5.987621048480687,43.079413959604544
8,5.9879844327088865,43.07926007428666
9,5.988347620170152,43.07909229557983
10,5.9887100563241304,43.07891048296207
11,5.989071166735826,43.07871463268876
12,5.989430508147223,43.078504820634095
13,5.989787842647567,43.07828122765803
14,5.9901430209826225,43.078044170297275
15,5.990495635183587,43.07779415542073
16,5.990844875430578,43.07753189130345
17,5.991189570018326,43.077258262333935
18,5.991757881275768,43.076889235336004
19,5.992085431361549,43.07658879092261
