,lon,lat
0,5.953533333333334,43.09283333333333
1,5.953982202913565,43.092416015650514
2,5.954478346984818,43.0920390238781
3,5.95498532027781,43.091665343647854
4,5.955496148978184,43.091294906673575
5,5.955975895676835,43.090821736795895
6,5.956482427611473,43.090448768535886
7,5.9569825713006015,43.09007593433167
8,5.957477578612425,43.089703031474826
9,5.9579683960102345,43.08932961832658
10,5.958454211788659,43.08895586194255
11,5.958932756465138,43.088581237047215
12,5.959401844917883,43.08820454749022
13,5.9598615151081775,43.087824076740894
14,5.960312545844149,43.08743856362041
15,5.9607545592721,43.08704623421979
16,5.961186434726351,43.086643839269634
17,5.96166721200174,43.08606512755203
18,5.962072237100251,43.08563274058014
19,5.962466542962635,43.08518804397629
20,5.962852410826838,43.08472987644182
21,5.963230946960249,43.084255237589616
22,5.963602288368933,43.08375924179541
23,5.963964398078651,43.08323617515926
24,5.964310079741907,43.082681672516344
25,5.9646283096420545,43.082094476619964
26,5.964909916198356,43.081475273375474
