,lon,lat
0,6.0109,43.08016666666666
1,6.010567643635892,43.08007767286735
2,6.010236274001469,43.080050843360766
3,6.009997215043969,43.07993305850934
4,6.00965537087611,43.07992866708381
5,6.009310620455946,43.07993686664093
6,6.008964324084804,43.079955149330104
7,6.008617632374797,43.07998088832961
8,6.008271412571666,43.08001210362614
9,6.00792625088428,43.080047554633104
10,6.007582481501537,43.080086719212325
11,6.007240232888009,43.08012947663643
12,6.006899448271721,43.080176008513725
13,6.006559899496379,43.0802268014933
14,6.006221369522098,43.08028250554465
