,lon,lat
0,6.0109,43.08016666666666
1,6.010528870490446,43.08007625702703
2,6.010172511798691,43.08004861713831
3,6.009897781050465,43.07995027283089
4,6.009531353867448,43.07994822662856
5,6.0091624923041005,43.07995906972364
6,6.008792662273159,43.079979611955046
7,6.008422989783654,43.08000704983688
8,6.008054212506506,43.08003947455976
9,6.00768670431341,43.080075925401765
10,6.007320583472105,43.080116116347426
11,6.006955803984871,43.08016015246667
12,6.006592172493418,43.080208524082465
13,6.006229481112848,43.0802619882889
14,6.005867859688461,43.080321208300774
